accuracy,loss,val_accuracy,val_loss
0.42916592955589294,1.6401418447494507,0.5569999814033508,1.215640664100647
0.453125,1.5615670680999756,0.571399986743927,1.1770496368408203
0.5733487606048584,1.2035417556762695,0.6281999945640564,1.0550750494003296
0.703125,0.822041392326355,0.6355999708175659,1.0360875129699707
0.6248664855957031,1.0680954456329346,0.6373999714851379,1.051714539527893
0.734375,0.9435198903083801,0.642799973487854,1.0337855815887451
0.6545531153678894,0.9896726608276367,0.6611999869346619,0.9821060299873352
0.65625,0.9542655944824219,0.6496000289916992,1.0103302001953125
0.6722227334976196,0.9374999403953552,0.6521999835968018,1.0247341394424438
0.625,0.9129142761230469,0.6564000248908997,0.9983107447624207
0.687511146068573,0.8932059407234192,0.7411999702453613,0.7362834811210632
0.765625,0.8115609884262085,0.7426000237464905,0.7370029091835022
0.7026215195655823,0.8599281907081604,0.7293999791145325,0.7748263478279114
0.765625,0.804966151714325,0.7265999913215637,0.7858097553253174
0.7127025127410889,0.8262759447097778,0.7271999716758728,0.8203259706497192
0.65625,1.0554420948028564,0.7268000245094299,0.8235608339309692
0.7207361459732056,0.802847146987915,0.5812000036239624,1.3265677690505981
0.765625,0.761773943901062,0.5748000144958496,1.362691044807434
0.7278128862380981,0.7860340476036072,0.7318000197410583,0.7717230319976807
0.640625,0.8424279689788818,0.7396000027656555,0.7413035035133362
0.734600305557251,0.7729321718215942,0.7034000158309937,0.9022528529167175
0.625,1.0307040214538574,0.6998000144958496,0.9132086634635925
0.7386505007743835,0.7508022785186768,0.7278000116348267,0.809234082698822
0.734375,0.6643357276916504,0.7117999792098999,0.8532305955886841
0.7469289898872375,0.7309369444847107,0.7063999772071838,0.9198190569877625
0.703125,0.8049037456512451,0.7095999717712402,0.8970511555671692
0.7494658827781677,0.7242100834846497,0.7376000285148621,0.750801146030426
0.65625,0.8943929672241211,0.7404000163078308,0.7461140751838684
0.7538944482803345,0.7087377309799194,0.7483999729156494,0.7710861563682556
0.796875,0.6134940981864929,0.7509999871253967,0.7591046690940857
